params,mean_test_score,rank_test_score,Station,Pollutant,Model
"{'subsample': 0.868421052631579, 'reg_lambda': 3.4304692863149153, 'reg_alpha': 0.001, 'n_estimators': 310, 'min_child_weight': 0.11698664131013069, 'max_leaves': 150, 'max_depth': 5, 'learning_rate': 0.7903065678861347, 'colsample_bytree': 0.7105263157894737, 'colsample_bylevel': 0.5263157894736842}",-1.8259023063319872,162,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 145, 'min_samples_split': 6, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.4491436649546431,162,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 17.47528400007683, 'reg_alpha': 64.28073117284319, 'n_estimators': 300, 'min_child_weight': 0.013008537010905713, 'max_leaves': 250, 'max_depth': 45, 'learning_rate': 0.002326662911331458, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",0.0877313884915022,162,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 115, 'min_samples_split': 6, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': True}",0.6372178300242861,162,Salford_Glazebury,O3,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 0.007054802310718645, 'reg_alpha': 0.0016297508346206433, 'n_estimators': 220, 'min_child_weight': 0.014531975242368954, 'max_leaves': 140, 'max_depth': 55, 'learning_rate': 0.7273165113001455, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.6578947368421053}",-0.2000574477003975,162,Salford_Glazebury,O3,xgboost
"{'n_estimators': 170, 'min_samples_split': 6, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.4587374736064388,163,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 7220.8090183854565, 'reg_alpha': 3.4304692863149153, 'n_estimators': 315, 'min_child_weight': 0.6391624053343998, 'max_leaves': 120, 'max_depth': 45, 'learning_rate': 0.005642908471262542, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.8947368421052632}",0.0548755973598515,163,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 145, 'min_samples_split': 6, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.4600124257692636,163,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 453.4878508128582, 'n_estimators': 395, 'min_child_weight': 0.08238187331399606, 'max_leaves': 200, 'max_depth': 40, 'learning_rate': 0.0029035268849778137, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.9210526315789473}",-0.0971255351219725,163,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 140, 'min_samples_split': 13, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.5719225443587039,163,Manchester_Piccadilly,O3,randomforest
"{'subsample': 1.0, 'reg_lambda': 0.0050941380148163806, 'reg_alpha': 6.579332246575675, 'n_estimators': 235, 'min_child_weight': 5.748030158125351, 'max_leaves': 780, 'max_depth': 10, 'learning_rate': 0.0029850382451187324, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.763157894736842}",-0.1778295812533369,163,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 395, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.0688068979777982,163,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 278.2559402207126, 'reg_alpha': 0.0013848863713938732, 'n_estimators': 135, 'min_child_weight': 8.16250851428722, 'max_leaves': 710, 'max_depth': 55, 'learning_rate': 0.0010280732238308647, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.631578947368421}",-0.8692897486778091,163,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 125, 'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.3881749541354718,163,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 4.750810162102793, 'reg_alpha': 12.618568830660209, 'n_estimators': 140, 'min_child_weight': 1.8644085339704852, 'max_leaves': 290, 'max_depth': 35, 'learning_rate': 0.004278214201767617, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.5526315789473684}",-0.0047917816689048,163,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 155, 'min_samples_split': 9, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.6074575316626067,163,Manchester_Sharston,O3,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 0.25353644939701114, 'reg_alpha': 46.41588833612773, 'n_estimators': 390, 'min_child_weight': 1.579053314474174, 'max_leaves': 870, 'max_depth': 70, 'learning_rate': 0.001916748492056815, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.5}",-0.3709693356425548,163,Manchester_Sharston,O3,xgboost
"{'n_estimators': 125, 'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.4498925662115209,163,Salford_Eccles,NOx,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 453.4878508128582, 'n_estimators': 395, 'min_child_weight': 0.08238187331399605, 'max_leaves': 200, 'max_depth': 40, 'learning_rate': 0.0029035268849778137, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.9210526315789473}",0.0447174811372256,163,Salford_Eccles,NOx,xgboost
"{'n_estimators': 185, 'min_samples_split': 19, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",-0.1333860990253252,163,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 0.001917910261672489, 'reg_alpha': 0.0036783797718286343, 'n_estimators': 345, 'min_child_weight': 0.273447367973758, 'max_leaves': 470, 'max_depth': 10, 'learning_rate': 0.3492095984787271, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.5}",-1.8880316996926405,163,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 125, 'min_samples_split': 9, 'min_samples_leaf': 17, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.4491049098702219,163,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 1668.100537200059, 'n_estimators': 255, 'min_child_weight': 0.07511929493320964, 'max_leaves': 340, 'max_depth': 20, 'learning_rate': 0.002863609718508116, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.8421052631578947}",0.077312993138985,163,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 155, 'min_samples_split': 9, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.637190936695752,163,Salford_Glazebury,O3,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 453.4878508128582, 'n_estimators': 395, 'min_child_weight': 0.08238187331399605, 'max_leaves': 200, 'max_depth': 40, 'learning_rate': 0.0029035268849778137, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.9210526315789473}",-0.220370370933419,163,Salford_Glazebury,O3,xgboost
"{'n_estimators': 125, 'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.4578360390208246,164,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.0016297508346206433, 'reg_alpha': 0.004328761281083057, 'n_estimators': 180, 'min_child_weight': 0.6755528315331639, 'max_leaves': 280, 'max_depth': 55, 'learning_rate': 0.0034282314937339703, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.5789473684210527}",0.0396166154265882,164,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 140, 'min_samples_split': 13, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.4594418325501287,164,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.0016297508346206436, 'reg_alpha': 0.004328761281083057, 'n_estimators': 180, 'min_child_weight': 0.6755528315331639, 'max_leaves': 280, 'max_depth': 55, 'learning_rate': 0.0034282314937339707, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.5789473684210527}",-0.1022062315227172,164,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 155, 'min_samples_split': 9, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.5717052361600046,164,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.5, 'reg_lambda': 0.5722367659350214, 'reg_alpha': 0.04977023564332109, 'n_estimators': 235, 'min_child_weight': 0.001202708334768512, 'max_leaves': 930, 'max_depth': 55, 'learning_rate': 0.003068837891917642, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",-0.1928810553025998,164,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 325, 'min_samples_split': 18, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.0657901137995109,164,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.5263157894736842, 'reg_lambda': 24.201282647943835, 'reg_alpha': 12.61856883066021, 'n_estimators': 125, 'min_child_weight': 0.09374408787662991, 'max_leaves': 900, 'max_depth': 45, 'learning_rate': 0.0010716676480328634, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.9473684210526315}",-0.8731786084689359,164,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 465, 'min_samples_split': 5, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.3881307297307325,164,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 46.41588833612773, 'n_estimators': 465, 'min_child_weight': 0.002054117348353064, 'max_leaves': 250, 'max_depth': 55, 'learning_rate': 0.0011484715478402888, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.763157894736842}",-0.0095494801109979,164,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 170, 'min_samples_split': 4, 'min_samples_leaf': 16, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.607394468747404,164,Manchester_Sharston,O3,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 0.007054802310718645, 'reg_alpha': 0.0016297508346206433, 'n_estimators': 220, 'min_child_weight': 0.014531975242368954, 'max_leaves': 140, 'max_depth': 55, 'learning_rate': 0.7273165113001455, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.6578947368421053}",-0.3735152345005748,164,Manchester_Sharston,O3,xgboost
"{'n_estimators': 170, 'min_samples_split': 6, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.4497080689733214,164,Salford_Eccles,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 46.41588833612773, 'n_estimators': 465, 'min_child_weight': 0.002054117348353064, 'max_leaves': 250, 'max_depth': 55, 'learning_rate': 0.0011484715478402888, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.763157894736842}",0.0338734512437203,164,Salford_Eccles,NOx,xgboost
"{'n_estimators': 460, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 65, 'bootstrap': True}",-0.1383416329478821,164,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.008302175681319742, 'reg_alpha': 89.02150854450375, 'n_estimators': 295, 'min_child_weight': 0.06480719826311968, 'max_leaves': 150, 'max_depth': 70, 'learning_rate': 0.04958962013837214, 'colsample_bytree': 0.7368421052631579, 'colsample_bylevel': 0.8421052631578947}",-1.9230181060644191,164,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 140, 'min_samples_split': 20, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.4490520444922129,164,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 4.037017258596554, 'reg_alpha': 453.4878508128582, 'n_estimators': 290, 'min_child_weight': 1.4135155848353942, 'max_leaves': 630, 'max_depth': 35, 'learning_rate': 0.002294676367231936, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.5789473684210527}",0.0662012537204463,164,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6371465212729439,164,Salford_Glazebury,O3,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 0.25353644939701114, 'reg_alpha': 46.41588833612773, 'n_estimators': 390, 'min_child_weight': 1.579053314474174, 'max_leaves': 870, 'max_depth': 70, 'learning_rate': 0.001916748492056815, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.5}",-0.3385930669779053,164,Salford_Glazebury,O3,xgboost
"{'n_estimators': 90, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.4574198456763583,165,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 17.47528400007683, 'reg_alpha': 64.28073117284319, 'n_estimators': 300, 'min_child_weight': 0.013008537010905713, 'max_leaves': 250, 'max_depth': 45, 'learning_rate': 0.002326662911331458, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",0.0313046473771803,165,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 115, 'min_samples_split': 6, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': True}",0.4594262616226469,165,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 17.47528400007683, 'reg_alpha': 64.28073117284319, 'n_estimators': 300, 'min_child_weight': 0.013008537010905713, 'max_leaves': 250, 'max_depth': 45, 'learning_rate': 0.002326662911331458, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",-0.1062960738710751,165,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 125, 'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.571483504136127,165,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 2310.1297000831582, 'reg_alpha': 453.4878508128582, 'n_estimators': 395, 'min_child_weight': 0.08238187331399606, 'max_leaves': 200, 'max_depth': 40, 'learning_rate': 0.0029035268849778137, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.9210526315789473}",-0.2568099391533954,165,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 370, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.0636102502034023,165,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 0.41320124001153347, 'reg_alpha': 385.3528593710527, 'n_estimators': 115, 'min_child_weight': 0.35407739089652696, 'max_leaves': 430, 'max_depth': 70, 'learning_rate': 0.0010424040070215568, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.9473684210526315}",-0.8732203963458929,165,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 145, 'min_samples_split': 6, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.3881037769505933,165,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 0.01873817422860384, 'reg_alpha': 0.09545484566618337, 'n_estimators': 450, 'min_child_weight': 0.19980263085725486, 'max_leaves': 350, 'max_depth': 55, 'learning_rate': 0.0011326825671361537, 'colsample_bytree': 0.7105263157894737, 'colsample_bylevel': 0.6578947368421053}",-0.0200926364499659,165,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 125, 'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.606559425942472,165,Manchester_Sharston,O3,randomforest
"{'subsample': 1.0, 'reg_lambda': 0.0050941380148163806, 'reg_alpha': 6.579332246575675, 'n_estimators': 235, 'min_child_weight': 5.748030158125351, 'max_leaves': 780, 'max_depth': 10, 'learning_rate': 0.0029850382451187324, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.763157894736842}",-0.433902132820989,165,Manchester_Sharston,O3,xgboost
"{'n_estimators': 140, 'min_samples_split': 13, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.4494889466821706,165,Salford_Eccles,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 4.750810162102793, 'reg_alpha': 12.618568830660209, 'n_estimators': 140, 'min_child_weight': 1.8644085339704852, 'max_leaves': 290, 'max_depth': 35, 'learning_rate': 0.004278214201767617, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.5526315789473684}",0.0172682287503535,165,Salford_Eccles,NOx,xgboost
"{'n_estimators': 370, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",-0.139338566110642,165,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 4.037017258596554, 'reg_alpha': 0.011497569953977358, 'n_estimators': 480, 'min_child_weight': 8.013230128396879, 'max_leaves': 680, 'max_depth': 25, 'learning_rate': 0.7477346305177588, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.9210526315789473}",-2.086140151917354,165,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 155, 'min_samples_split': 9, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.4482192045875739,165,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 46.41588833612773, 'n_estimators': 465, 'min_child_weight': 0.002054117348353064, 'max_leaves': 250, 'max_depth': 55, 'learning_rate': 0.0011484715478402888, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.763157894736842}",0.0596824560055268,165,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 90, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.6369129627471216,165,Salford_Glazebury,O3,randomforest
"{'subsample': 1.0, 'reg_lambda': 0.0050941380148163806, 'reg_alpha': 6.579332246575675, 'n_estimators': 235, 'min_child_weight': 5.748030158125351, 'max_leaves': 780, 'max_depth': 10, 'learning_rate': 0.0029850382451187324, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.763157894736842}",-0.402248921782194,165,Salford_Glazebury,O3,xgboost
"{'n_estimators': 55, 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",0.4562514558407463,166,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 1668.100537200059, 'n_estimators': 255, 'min_child_weight': 0.07511929493320964, 'max_leaves': 340, 'max_depth': 20, 'learning_rate': 0.002863609718508116, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.8421052631578947}",0.0201934860856474,166,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 155, 'min_samples_split': 9, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.4591331266295417,166,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 0.0011768119524349979, 'reg_alpha': 0.25353644939701114, 'n_estimators': 485, 'min_child_weight': 2.7471207892708116, 'max_leaves': 250, 'max_depth': 25, 'learning_rate': 0.5991769669310619, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.7368421052631579}",-0.1084094536054541,166,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 180, 'min_samples_split': 13, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.5712357207200298,166,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 0.007054802310718645, 'reg_alpha': 0.0016297508346206436, 'n_estimators': 220, 'min_child_weight': 0.014531975242368954, 'max_leaves': 140, 'max_depth': 55, 'learning_rate': 0.7273165113001454, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.6578947368421053}",-0.2635379239848333,166,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 500, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 55, 'bootstrap': True}",0.0621353200628519,166,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 0.030538555088334154, 'reg_alpha': 0.04977023564332109, 'n_estimators': 450, 'min_child_weight': 8.314567805772056, 'max_leaves': 210, 'max_depth': 5, 'learning_rate': 0.2436540009125466, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.5526315789473684}",-0.8748333793932422,166,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 115, 'min_samples_split': 6, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': True}",0.3875065525971728,166,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 0.003125715849688235, 'reg_alpha': 0.4862601580065354, 'n_estimators': 480, 'min_child_weight': 0.00882859884149515, 'max_leaves': 590, 'max_depth': 15, 'learning_rate': 0.4735334922917116, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.5526315789473684}",-0.0377972741661676,166,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 90, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.60649007261189,166,Manchester_Sharston,O3,randomforest
"{'subsample': 0.5, 'reg_lambda': 0.5722367659350214, 'reg_alpha': 0.04977023564332109, 'n_estimators': 235, 'min_child_weight': 0.001202708334768512, 'max_leaves': 930, 'max_depth': 55, 'learning_rate': 0.003068837891917642, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",-0.4377406020152518,166,Manchester_Sharston,O3,xgboost
"{'n_estimators': 135, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.4485013418087463,166,Salford_Eccles,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.0036783797718286343, 'reg_alpha': 0.04977023564332109, 'n_estimators': 490, 'min_child_weight': 0.0042980012064907985, 'max_leaves': 220, 'max_depth': 5, 'learning_rate': 0.5004939102700954, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.7368421052631579}",0.012445668582537,166,Salford_Eccles,NOx,xgboost
"{'n_estimators': 75, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 35, 'bootstrap': True}",-0.1408351883597489,166,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 2.477076355991709, 'reg_alpha': 12.618568830660209, 'n_estimators': 330, 'min_child_weight': 1.7968383907677192, 'max_leaves': 900, 'max_depth': 45, 'learning_rate': 0.0862723729246145, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.6842105263157895}",-2.09854662297984,166,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 180, 'min_samples_split': 13, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.4480129646155868,166,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.631578947368421, 'reg_lambda': 4.750810162102793, 'reg_alpha': 12.618568830660209, 'n_estimators': 140, 'min_child_weight': 1.8644085339704852, 'max_leaves': 290, 'max_depth': 35, 'learning_rate': 0.004278214201767617, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.5526315789473684}",0.0579604152295087,166,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 170, 'min_samples_split': 6, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.6366850962396005,166,Salford_Glazebury,O3,randomforest
"{'subsample': 0.5, 'reg_lambda': 0.5722367659350214, 'reg_alpha': 0.04977023564332109, 'n_estimators': 235, 'min_child_weight': 0.001202708334768512, 'max_leaves': 930, 'max_depth': 55, 'learning_rate': 0.003068837891917642, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",-0.4094681483171115,166,Salford_Glazebury,O3,xgboost
"{'n_estimators': 155, 'min_samples_split': 9, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.4553925205117335,167,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 4.037017258596554, 'reg_alpha': 453.4878508128582, 'n_estimators': 290, 'min_child_weight': 1.4135155848353942, 'max_leaves': 630, 'max_depth': 35, 'learning_rate': 0.002294676367231936, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.5789473684210527}",0.0105855153955098,167,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 90, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.4568470161168566,167,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 1668.100537200059, 'n_estimators': 255, 'min_child_weight': 0.07511929493320965, 'max_leaves': 340, 'max_depth': 20, 'learning_rate': 0.002863609718508116, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.8421052631578947}",-0.1116520148539147,167,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 115, 'min_samples_split': 6, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': True}",0.5708898649629301,167,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 17.47528400007683, 'reg_alpha': 64.28073117284319, 'n_estimators': 300, 'min_child_weight': 0.013008537010905713, 'max_leaves': 250, 'max_depth': 45, 'learning_rate': 0.002326662911331458, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8157894736842105}",-0.2873403196575294,167,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 55, 'min_samples_split': 15, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.0609802064727053,167,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.7368421052631579, 'reg_lambda': 1.291549665014884, 'reg_alpha': 0.015922827933410922, 'n_estimators': 310, 'min_child_weight': 0.05004939102700953, 'max_leaves': 460, 'max_depth': 70, 'learning_rate': 0.060194819738272745, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.7894736842105263}",-0.8903018676437554,167,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 90, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.3874554362003901,167,Manchester_Sharston,NOx,randomforest
