params,mean_test_score,rank_test_score,Station,Pollutant,Model
"{'subsample': 0.8947368421052632, 'reg_lambda': 3199.2671377973843, 'reg_alpha': 628.0291441834246, 'n_estimators': 385, 'min_child_weight': 0.05909395895340968, 'max_leaves': 280, 'max_depth': 15, 'learning_rate': 0.012421909954526173, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.631578947368421}",0.367872276415955,124,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 140, 'min_samples_split': 13, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.465191525089706,124,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 0.5722367659350214, 'reg_alpha': 2718.58824273294, 'n_estimators': 220, 'min_child_weight': 1.1971713434189657, 'max_leaves': 490, 'max_depth': 25, 'learning_rate': 0.9862521794868784, 'colsample_bytree': 0.6578947368421053, 'colsample_bylevel': 0.7105263157894737}",0.3562065416376445,124,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 415, 'min_samples_split': 18, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.5769376466408811,124,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.763157894736842, 'reg_lambda': 0.0050941380148163806, 'reg_alpha': 4.037017258596554, 'n_estimators': 305, 'min_child_weight': 0.0036401748474461414, 'max_leaves': 560, 'max_depth': 50, 'learning_rate': 0.435791301239703, 'colsample_bytree': 0.8947368421052632, 'colsample_bylevel': 1.0}",0.4450094258096554,124,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 365, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.1480647841713616,124,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 0.007054802310718645, 'reg_alpha': 0.002257019719633919, 'n_estimators': 445, 'min_child_weight': 0.0018387769800823268, 'max_leaves': 650, 'max_depth': 45, 'learning_rate': 0.04317879727332024, 'colsample_bytree': 0.5789473684210527, 'colsample_bylevel': 0.8421052631578947}",-0.3510391583956121,124,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 485, 'min_samples_split': 12, 'min_samples_leaf': 14, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.3930861390801639,124,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 0.04977023564332109, 'reg_alpha': 0.0026560877829466863, 'n_estimators': 275, 'min_child_weight': 0.0054635503522148755, 'max_leaves': 520, 'max_depth': 10, 'learning_rate': 0.25398590687807265, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9210526315789473}",0.3034631744101603,124,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 345, 'min_samples_split': 8, 'min_samples_leaf': 18, 'max_features': 'log2', 'max_depth': 65, 'bootstrap': True}",0.6108297703407726,124,Manchester_Sharston,O3,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 0.04977023564332109, 'reg_alpha': 0.0026560877829466863, 'n_estimators': 275, 'min_child_weight': 0.0054635503522148755, 'max_leaves': 520, 'max_depth': 10, 'learning_rate': 0.25398590687807265, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9210526315789473}",0.5115977487804569,124,Manchester_Sharston,O3,xgboost
"{'n_estimators': 305, 'min_samples_split': 7, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.4543403029344158,124,Salford_Eccles,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.04977023564332109, 'reg_alpha': 533.6699231206302, 'n_estimators': 235, 'min_child_weight': 0.0017397264323438008, 'max_leaves': 110, 'max_depth': 10, 'learning_rate': 0.5074705239490466, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.6578947368421053}",0.3617512915972184,124,Salford_Eccles,NOx,xgboost
"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 9, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': True}",0.0476235616304885,124,Salford_Eccles,PM2.5,randomforest
"{'subsample': 1.0, 'reg_lambda': 1668.100537200059, 'reg_alpha': 0.0011768119524349979, 'n_estimators': 100, 'min_child_weight': 0.002054117348353064, 'max_leaves': 680, 'max_depth': 5, 'learning_rate': 0.002785414163241769, 'colsample_bytree': 0.868421052631579, 'colsample_bylevel': 0.6578947368421053}",-0.6203826846966503,124,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 170, 'min_samples_split': 4, 'min_samples_leaf': 16, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.4534517818491689,124,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.6052631578947368, 'reg_lambda': 0.21544346900318823, 'reg_alpha': 0.6734150657750821, 'n_estimators': 355, 'min_child_weight': 0.006818162294944479, 'max_leaves': 800, 'max_depth': 30, 'learning_rate': 0.21511234301821672, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9736842105263157}",0.3574539099793398,124,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 430, 'min_samples_split': 13, 'min_samples_leaf': 16, 'max_features': 'log2', 'max_depth': 60, 'bootstrap': True}",0.6410683771649208,124,Salford_Glazebury,O3,randomforest
"{'subsample': 0.7105263157894737, 'reg_lambda': 145.082877849594, 'reg_alpha': 628.0291441834246, 'n_estimators': 270, 'min_child_weight': 2.5049415421745023, 'max_leaves': 250, 'max_depth': 45, 'learning_rate': 0.933125117507825, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.763157894736842}",0.5515154100272472,124,Salford_Glazebury,O3,xgboost
"{'n_estimators': 255, 'min_samples_split': 18, 'min_samples_leaf': 15, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.4654982653205294,125,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 0.04977023564332109, 'reg_alpha': 0.0026560877829466863, 'n_estimators': 275, 'min_child_weight': 0.0054635503522148755, 'max_leaves': 520, 'max_depth': 10, 'learning_rate': 0.25398590687807265, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.9210526315789473}",0.3669994590054145,125,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 175, 'min_samples_split': 4, 'min_samples_leaf': 12, 'max_features': 'log2', 'max_depth': 45, 'bootstrap': True}",0.4651676523489394,125,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.6842105263157895, 'reg_lambda': 104.7615752789664, 'reg_alpha': 1023.5310218990247, 'n_estimators': 260, 'min_child_weight': 0.15430384691835647, 'max_leaves': 510, 'max_depth': 55, 'learning_rate': 0.514544387839093, 'colsample_bytree': 0.868421052631579, 'colsample_bylevel': 0.9473684210526315}",0.3543025343188414,125,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 375, 'min_samples_split': 3, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.576914149337975,125,Manchester_Piccadilly,O3,randomforest
"{'subsample': 1.0, 'reg_lambda': 0.25353644939701114, 'reg_alpha': 7.742636826811269, 'n_estimators': 230, 'min_child_weight': 0.0448025367982949, 'max_leaves': 370, 'max_depth': 10, 'learning_rate': 0.4606028844202403, 'colsample_bytree': 0.7894736842105263, 'colsample_bylevel': 0.7368421052631579}",0.4410106259531502,125,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 365, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 5, 'bootstrap': True}",0.1454301629040749,125,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.5526315789473684, 'reg_lambda': 3764.9358067924636, 'reg_alpha': 0.013530477745798068, 'n_estimators': 205, 'min_child_weight': 0.007206351321293053, 'max_leaves': 640, 'max_depth': 50, 'learning_rate': 0.004398317466650224, 'colsample_bytree': 0.8947368421052632, 'colsample_bylevel': 0.8421052631578947}",-0.3519565955562402,125,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 470, 'min_samples_split': 3, 'min_samples_leaf': 14, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.3930845685376671,125,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 3199.2671377973843, 'reg_alpha': 628.0291441834246, 'n_estimators': 385, 'min_child_weight': 0.05909395895340968, 'max_leaves': 280, 'max_depth': 15, 'learning_rate': 0.012421909954526173, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.631578947368421}",0.3007725093669319,125,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 465, 'min_samples_split': 5, 'min_samples_leaf': 19, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.6108239179752999,125,Manchester_Sharston,O3,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 64.28073117284319, 'reg_alpha': 0.008302175681319742, 'n_estimators': 155, 'min_child_weight': 0.03213764344100277, 'max_leaves': 550, 'max_depth': 70, 'learning_rate': 0.5991769669310619, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7368421052631579}",0.5081449456168592,125,Manchester_Sharston,O3,xgboost
"{'n_estimators': 410, 'min_samples_split': 16, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.4543233374109799,125,Salford_Eccles,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.04229242874389499, 'reg_alpha': 0.01873817422860384, 'n_estimators': 160, 'min_child_weight': 0.7546672630843887, 'max_leaves': 660, 'max_depth': 70, 'learning_rate': 0.23052893870517083, 'colsample_bytree': 0.5526315789473684, 'colsample_bylevel': 0.8157894736842105}",0.3609399794884301,125,Salford_Eccles,NOx,xgboost
"{'n_estimators': 240, 'min_samples_split': 12, 'min_samples_leaf': 9, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': True}",0.0449328340170519,125,Salford_Eccles,PM2.5,randomforest
"{'subsample': 1.0, 'reg_lambda': 54.62277217684337, 'reg_alpha': 0.5722367659350214, 'n_estimators': 165, 'min_child_weight': 0.4845858644816491, 'max_leaves': 970, 'max_depth': 65, 'learning_rate': 0.28373036165162113, 'colsample_bytree': 0.7894736842105263, 'colsample_bylevel': 0.5526315789473684}",-0.6238483066002916,125,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 255, 'min_samples_split': 18, 'min_samples_leaf': 15, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.4532888951060244,125,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 3199.2671377973843, 'reg_alpha': 628.0291441834246, 'n_estimators': 385, 'min_child_weight': 0.05909395895340968, 'max_leaves': 280, 'max_depth': 15, 'learning_rate': 0.012421909954526173, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.631578947368421}",0.3565625018925528,125,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 415, 'min_samples_split': 18, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.6409935203543322,125,Salford_Glazebury,O3,randomforest
"{'subsample': 0.5789473684210527, 'reg_lambda': 64.28073117284319, 'reg_alpha': 0.008302175681319742, 'n_estimators': 155, 'min_child_weight': 0.03213764344100277, 'max_leaves': 550, 'max_depth': 70, 'learning_rate': 0.5991769669310619, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.7368421052631579}",0.550250693964823,125,Salford_Glazebury,O3,xgboost
"{'n_estimators': 110, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 25, 'bootstrap': True}",0.4653435367184931,126,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.001917910261672489, 'reg_alpha': 0.0050941380148163806, 'n_estimators': 230, 'min_child_weight': 0.002131362471841438, 'max_leaves': 920, 'max_depth': 55, 'learning_rate': 0.2337423870891815, 'colsample_bytree': 0.6842105263157895, 'colsample_bylevel': 0.763157894736842}",0.3665666625957484,126,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 310, 'min_samples_split': 10, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.4650549205215997,126,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 3764.9358067924636, 'reg_alpha': 0.5722367659350214, 'n_estimators': 255, 'min_child_weight': 0.07107279696773415, 'max_leaves': 350, 'max_depth': 40, 'learning_rate': 0.022841122073038244, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 1.0}",0.3509957973032382,126,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 310, 'min_samples_split': 10, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 55, 'bootstrap': True}",0.5768859964960242,126,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 3199.2671377973843, 'reg_alpha': 628.0291441834247, 'n_estimators': 385, 'min_child_weight': 0.05909395895340968, 'max_leaves': 280, 'max_depth': 15, 'learning_rate': 0.012421909954526173, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.631578947368421}",0.4261626727778342,126,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 170, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': True}",0.1446643776566097,126,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.02595024211399736, 'reg_alpha': 46.41588833612773, 'n_estimators': 465, 'min_child_weight': 0.002054117348353064, 'max_leaves': 250, 'max_depth': 55, 'learning_rate': 0.001148471547840289, 'colsample_bytree': 0.9736842105263157, 'colsample_bylevel': 0.763157894736842}",-0.3561615350543243,126,Manchester_Piccadilly,PM2.5,xgboost
"{'n_estimators': 185, 'min_samples_split': 9, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.392789987395937,126,Manchester_Sharston,NOx,randomforest
"{'subsample': 0.9736842105263157, 'reg_lambda': 0.0013848863713938732, 'reg_alpha': 0.41320124001153347, 'n_estimators': 385, 'min_child_weight': 0.00820026061993413, 'max_leaves': 440, 'max_depth': 15, 'learning_rate': 0.19796717529513325, 'colsample_bytree': 0.6052631578947368, 'colsample_bylevel': 0.5526315789473684}",0.2970409939405748,126,Manchester_Sharston,NOx,xgboost
"{'n_estimators': 315, 'min_samples_split': 14, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.6108233095276205,126,Manchester_Sharston,O3,randomforest
"{'subsample': 0.5, 'reg_lambda': 3.4304692863149153, 'reg_alpha': 6135.907273413163, 'n_estimators': 145, 'min_child_weight': 5.5397092811064, 'max_leaves': 560, 'max_depth': 30, 'learning_rate': 0.030127140708811645, 'colsample_bytree': 0.9210526315789473, 'colsample_bylevel': 0.7105263157894737}",0.5069142958508956,126,Manchester_Sharston,O3,xgboost
"{'n_estimators': 445, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.4542243917179666,126,Salford_Eccles,NOx,randomforest
"{'subsample': 0.8421052631578947, 'reg_lambda': 0.013530477745798068, 'reg_alpha': 385.3528593710528, 'n_estimators': 465, 'min_child_weight': 0.0793961784538228, 'max_leaves': 840, 'max_depth': 40, 'learning_rate': 0.37423662907219807, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.9210526315789473}",0.3608810723309404,126,Salford_Eccles,NOx,xgboost
"{'n_estimators': 140, 'min_samples_split': 12, 'min_samples_leaf': 11, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.0425234096903286,126,Salford_Eccles,PM2.5,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 1.2915496650148839, 'reg_alpha': 453.4878508128582, 'n_estimators': 340, 'min_child_weight': 0.05909395895340968, 'max_leaves': 480, 'max_depth': 65, 'learning_rate': 0.06103390288028621, 'colsample_bytree': 0.763157894736842, 'colsample_bylevel': 0.631578947368421}",-0.6376372495069453,126,Salford_Eccles,PM2.5,xgboost
"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 25, 'bootstrap': True}",0.4532687958606142,126,Salford_Glazebury,NOx,randomforest
"{'subsample': 0.7894736842105263, 'reg_lambda': 0.15556761439304723, 'reg_alpha': 12.618568830660209, 'n_estimators': 290, 'min_child_weight': 4.047756965997318, 'max_leaves': 770, 'max_depth': 5, 'learning_rate': 0.005193149936590212, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 0.8947368421052632}",0.3555552567263743,126,Salford_Glazebury,NOx,xgboost
"{'n_estimators': 265, 'min_samples_split': 19, 'min_samples_leaf': 18, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6409657180270496,126,Salford_Glazebury,O3,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 3199.2671377973843, 'reg_alpha': 628.0291441834246, 'n_estimators': 385, 'min_child_weight': 0.05909395895340968, 'max_leaves': 280, 'max_depth': 15, 'learning_rate': 0.012421909954526173, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.631578947368421}",0.5419044878764223,126,Salford_Glazebury,O3,xgboost
"{'n_estimators': 190, 'min_samples_split': 14, 'min_samples_leaf': 11, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.4653003067042903,127,Bury_Whitefield,NOx,randomforest
"{'subsample': 0.868421052631579, 'reg_lambda': 0.001917910261672489, 'reg_alpha': 10000.0, 'n_estimators': 395, 'min_child_weight': 0.01952455581016861, 'max_leaves': 240, 'max_depth': 55, 'learning_rate': 0.00657105754603627, 'colsample_bytree': 0.5263157894736842, 'colsample_bylevel': 0.6052631578947368}",0.3588590599331338,127,Bury_Whitefield,NOx,xgboost
"{'n_estimators': 185, 'min_samples_split': 9, 'min_samples_leaf': 16, 'max_features': 'sqrt', 'max_depth': 45, 'bootstrap': True}",0.4650529028201793,127,Manchester_Piccadilly,NOx,randomforest
"{'subsample': 0.8947368421052632, 'reg_lambda': 3199.2671377973843, 'reg_alpha': 628.0291441834247, 'n_estimators': 385, 'min_child_weight': 0.05909395895340968, 'max_leaves': 280, 'max_depth': 15, 'learning_rate': 0.012421909954526173, 'colsample_bytree': 0.8157894736842105, 'colsample_bylevel': 0.631578947368421}",0.3509487045811696,127,Manchester_Piccadilly,NOx,xgboost
"{'n_estimators': 430, 'min_samples_split': 13, 'min_samples_leaf': 16, 'max_features': 'log2', 'max_depth': 60, 'bootstrap': True}",0.5768853612016845,127,Manchester_Piccadilly,O3,randomforest
"{'subsample': 0.8157894736842105, 'reg_lambda': 3764.9358067924636, 'reg_alpha': 0.5722367659350214, 'n_estimators': 255, 'min_child_weight': 0.07107279696773415, 'max_leaves': 350, 'max_depth': 40, 'learning_rate': 0.022841122073038244, 'colsample_bytree': 0.8421052631578947, 'colsample_bylevel': 1.0}",0.4247403368905801,127,Manchester_Piccadilly,O3,xgboost
"{'n_estimators': 180, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': 'log2', 'max_depth': 5, 'bootstrap': True}",0.1443949770325709,127,Manchester_Piccadilly,PM2.5,randomforest
"{'subsample': 0.6578947368421053, 'reg_lambda': 0.005994842503189409, 'reg_alpha': 1963.0406500402685, 'n_estimators': 450, 'min_child_weight': 1.4135155848353942, 'max_leaves': 810, 'max_depth': 35, 'learning_rate': 0.001265331759388943, 'colsample_bytree': 0.868421052631579, 'colsample_bylevel': 0.7894736842105263}",-0.3627135644420224,127,Manchester_Piccadilly,PM2.5,xgboost
